CO_MUNICIP;CO_MUNICDV;CO_STATUS;DS_NOME;SG_UF;IN_CAPITAL;IN_AMAZLEG;IN_SEMIAR;IN_FRONTZN;DT_INSTAL;DT_EXTIN;CO_SUCESS;NU_LATITUD;NU_LONGIT;NU_ALTITUD;NU_AREA
320050;8;S;APIACA;ES;N;N;N;N;1958;;;-211.540;-415.680;70;193
210083;2;S;APICUM-ACU;MA;N;S;N;N;1997;;;-14.610;-451.030;0;651
290195;7;S;APUAREMA;BA;N;N;N;N;1990;;;-138.560;-397.440;278;150
420127;3;S;ARABUTA;SC;N;N;N;S;1993;;;-271.600;-521.420;408;132
280030;8;S;ARACAJU;SE;S;N;N;N;1855;;;-109.110;-370.720;4;174
314085;2;S;MATIAS CARDOSO;MG;N;N;S;N;1993;;;-148.550;-439.220;472;1938
431215;3;S;MATO LEITAO;RS;N;N;N;N;1993;;;-295.240;-521.290;81;45
421070;4;S;MATOS COSTA;SC;N;N;N;N;1962;;;-264.730;-511.480;1220;432
314120;7;S;MATUTINA;MG;N;N;N;N;1953;;;-192.230;-459.690;1040;259
411575;4;S;MAUA DA SERRA;PR;N;N;N;N;1993;;;-239.010;-512.290;1020;108
160040;2;S;MAZAGAO;AP;N;S;N;N;1841;;;-0.1150;-512.890;60;13130
292110;4;S;MEDEIROS NETO;BA;N;N;N;N;1958;;;-173.740;-402.210;185;1245
150445;5;S;MEDICILANDIA;PA;N;S;N;N;1989;;;-34.460;-528.890;151;8272
421080;3;S;MELEIRO;SC;N;N;N;N;1961;;;-288.290;-496.360;38;186
150450;5;S;MELGACO;PA;N;S;N;N;1961;;;-18.040;-507.120;12;6773
330280;9;S;MENDES;RJ;N;N;N;N;1952;;;-225.270;-437.330;410;77
352950;0;S;MENDONCA;SP;N;N;N;N;1959;;;-211.670;-495.810;484;194
352960;9;S;MERIDIANO;SP;N;N;N;N;1959;;;-203.590;-501.730;529;228
352965;8;S;MESOPOLIS;SP;N;N;N;N;1993;;;-199.660;-506.380;400;149
292130;2;S;MILAGRES;BA;N;N;S;N;1961;;;-128.700;-398.590;419;307
220635;7;S;MILTON BRANDAO;PI;N;N;S;N;1997;;;-46.840;-414.220;322;1371
314190;0;S;MINDURI;MG;N;N;N;N;1953;;;-216.820;-446.040;1000;220
352990;6;S;MIRACATU;SP;N;N;N;N;1944;;;-242.810;-474.600;27;1000
210670;6;S;MIRADOR;MA;N;S;N;N;1870;;;-63.710;-443.630;186;8609
353400;5;S;ONDA VERDE;SP;N;N;N;N;1964;;;-206.140;-492.990;534;243
353420;3;S;ORINDIUVA;SP;N;N;N;N;1964;;;-201.820;-493.510;633;248
353430;2;S;ORLANDIA;SP;N;N;N;N;1909;;;-207.200;-478.870;695;296
260980;8;S;OROCO;PE;N;N;S;N;1963;;;-86.200;-396.020;349;554
353440;1;S;OSASCO;SP;N;N;N;N;1959;;;-235.330;-467.920;745;64
353460;9;S;OSVALDO CRUZ;SP;N;N;N;N;1944;;;-217.970;-508.900;485;247
150543;7;S;OURILANDIA DO NORTE;PA;N;S;N;N;1989;;;-67.550;-510.840;280;13826
314590;1;S;OURO BRANCO;MG;N;N;N;N;1953;;;-205.210;-436.920;1052;260
411745;3;S;OURO VERDE DO OESTE;PR;N;N;N;S;1990;;;-248.050;-539.030;991;293
421187;6;S;PAIAL;SC;N;N;N;S;1997;;;-272.520;-524.980;425;85
421189;2;S;PAINEL;SC;N;N;N;N;1997;;;-279.290;-501.050;1144;742
220735;5;S;PAJEU DO PIAUI;PI;N;N;S;N;1997;;;-78.560;-428.220;290;1075
150549;4;S;PALESTINA DO PARA;PA;N;S;N;N;1993;;;-57.420;-483.170;0;983
314670;1;S;PALMA;MG;N;N;N;N;1890;;;-213.750;-423.140;172;317
510590;3;S;NOBRES;MT;N;S;N;N;1963;;;-147.200;-563.280;200;3859
140040;7;S;NORMANDIA;RR;N;S;N;S;1982;;;38.810;-596.230;100;6966
280450;8;S;NOSSA SENHORA DA GLORIA;SE;N;N;S;N;1928;;;-102.180;-374.200;291;756
510610;9;S;NOSSA SENHORA DO LIVRAMENTO;MT;N;S;N;S;1883;;;-157.750;-563.460;232;5192
500620;0;S;NOVA ANDRADINA;MS;N;N;N;N;1958;;;-222.330;-533.430;380;4776
510615;8;S;NOVA BANDEIRANTES;MT;N;S;N;N;1993;;;-98.140;-578.620;200;9531
240830;0;S;NOVA CRUZ;RN;N;N;S;N;1852;;;-64.780;-354.340;73;277
431303;7;S;NOVA ESPERANCA DO SUL;RS;N;N;N;S;1989;;;-294.100;-548.290;318;191
521486;1;S;NOVA GLORIA;GO;N;N;N;N;1980;;;-151.430;-495.710;562;412
292280;5;S;NOVA ITARANA;BA;N;N;S;N;1962;;;-130.270;-400.690;560;456
411705;7;S;NOVA LARANJEIRAS;PR;N;N;N;S;1993;;;-253.070;-525.410;700;1145
314490;4;S;NOVA MODICA;MG;N;N;N;N;1962;;;-184.370;-415.010;342;377
353340;3;S;NOVA ODESSA;SP;N;N;N;N;1959;;;-227.780;-472.960;570;73
431308;6;S;NOVA PADUA;RS;N;N;N;N;1993;;;-290.290;-513.070;638;103
314500;0;S;NOVA PONTE;MG;N;N;N;N;1938;;;-191.360;-476.830;791;1105
220620;9;S;MIGUEL ALVES;PI;N;N;N;N;1911;;;-41.660;-428.950;50;1393
292020;5;S;MALHADA;BA;N;N;S;N;1961;;;-143.360;-437.740;433;2138
250850;5;S;LIVRAMENTO;PB;N;N;S;N;1961;;;-73.740;-369.460;584;283
351685;3;S;GAVIAO PEIXOTO;SP;N;N;N;N;1997;;;-218.390;-484.950;515;243
220450;1;S;GUADALUPE;PI;N;N;N;N;1938;;;-67.870;-435.690;177;1019
230428;5;S;EUSEBIO;CE;N;N;N;N;1989;;;-38.900;-384.510;28;76
280200;7;S;DIVINA PASTORA;SE;N;N;N;N;1838;;;-106.890;-371.480;78;92
420420;2;S;CHAPECO;SC;N;N;N;S;1917;;;-270.960;-526.180;674;624
311140;8;S;CAMPO FLORIDO;MG;N;N;N;N;1938;;;-197.610;-485.720;642;1261
430469;7;S;CAPITAO;RS;N;N;N;N;1993;;;-292.690;-519.890;465;74
520393;9;S;BURITI DE GOIAS;GO;N;N;N;N;1993;;;-161.810;-504.310;520;199
410240;6;S;BANDEIRANTES;PR;N;N;N;N;1938;;;-231.100;-503.680;420;447
240010;9;S;ACARI;RN;N;N;S;N;1833;;;-64.360;-366.390;270;608
420110;9;S;ANITAPOLIS;SC;N;N;N;N;1961;;;-279.020;-491.290;430;542
270030;0;S;ARAPIRACA;AL;N;N;S;N;1924;;;-97.520;-366.610;264;351
522119;7;S;TEREZOPOLIS DE GOIAS;GO;N;N;N;N;1993;;;-163.950;-490.800;0;106
412065;5;S;QUARTO CENTENARIO;PR;N;N;N;S;1997;;;-242.790;-530.760;472;321
411360;1;S;LOBATO;PR;N;N;N;N;1955;;;-230.080;-519.510;450;240
351920;4;S;IACRI;SP;N;N;N;N;1959;;;-218.580;-506.890;499;324
520870;7;S;GOIANIA;GO;S;N;N;N;1935;;;-166.790;-492.540;749;739
354930;0;S;SAO JOAO DO PAU D'ALHO;SP;N;N;N;N;1959;;;-212.680;-516.660;354;117
355240;3;S;SUMARE;SP;N;N;N;N;1953;;;-228.220;-472.670;583;153
355255;1;S;SUZANAPOLIS;SP;N;N;N;N;1993;;;-205.010;-510.250;350;327
355490;4;S;TRES FRONTEIRAS;SP;N;N;N;N;1959;;;-202.350;-508.900;395;152
355535;6;S;UBARANA;SP;N;N;N;N;1993;;;-211.660;-497.180;458;210
355610;7;S;VALENTIM GENTIL;SP;N;N;N;N;1948;;;-204.220;-500.880;510;149
410040;0;S;ALMIRANTE TAMANDARE;PR;N;N;N;N;1947;;;-253.250;-493.100;945;195
410050;9;S;ALTONIA;PR;N;N;N;S;1966;;;-238.740;-539.020;380;661
410105;1;S;ANAHY;PR;N;N;N;S;1993;;;-246.440;-531.350;651;102
431365;6;S;PALMARES DO SUL;RS;N;N;N;N;1982;;;-302.580;-505.100;9;946
172100;0;S;PALMAS;TO;S;S;N;N;1989;;;-101.670;-483.330;230;2218
220750;4;S;PALMEIRAIS;PI;N;N;N;N;1934;;;-59.780;-430.630;85;1360
292350;6;S;PALMEIRAS;BA;N;N;S;N;1890;;;-125.290;-415.590;697;695
521580;1;S;PALMELO;GO;N;N;N;N;1953;;;-173.240;-484.240;754;58
421210;6;S;PALMITOS;SC;N;N;N;S;1953;;;-270.680;-531.610;406;350
320400;5;S;PANCAS;ES;N;N;N;N;1963;;;-192.250;-408.510;190;823
431395;3;S;PANTANO GRANDE;RS;N;N;N;N;1989;;;-301.910;-523.740;100;847
220755;3;S;PAQUETA;PI;N;N;S;N;1997;;;-71.040;-417.040;340;448
314700;6;S;PARACATU;MG;N;N;N;N;1798;;;-172.220;-468.750;687;8232
171610;9;S;PARAISO DO TOCANTINS;TO;N;S;N;N;1989;;;-101.760;-488.670;387;1297
522130;4;S;TRES RANCHOS;GO;N;N;N;N;1953;;;-183.540;-477.830;687;282
355495;3;S;TUIUTI;SP;N;N;N;N;1993;;;-228.160;-466.940;790;126
211240;7;S;TURIACU;MA;N;S;N;N;1818;;;-16.630;-453.720;5;2577
317005;7;S;UBAPORANGA;MG;N;N;N;N;1993;;;-196.350;-421.060;505;190
421885;5;S;UNIAO DO OESTE;SC;N;N;N;S;1989;;;-267.610;-528.550;462;93
261470;9;S;TACAIMBO;PE;N;N;S;N;1963;;;-83.160;-362.930;576;227
421790;7;S;TANGARA;SC;N;N;N;N;1948;;;-271.050;-512.470;641;389
130410;4;S;TAPAUA;AM;N;S;N;N;1955;;;-56.280;-631.830;54;89324
432130;3;S;TAQUARI;RS;N;N;N;N;1849;;;-298.000;-518.640;54;349
316860;6;S;TEOFILO OTONI;MG;N;N;N;N;1878;;;-178.580;-415.050;334;3242
110160;9;S;THEOBROMA;RO;N;S;N;N;1993;;;-102.440;-623.550;205;2197
316610;5;S;SENHORA DO PORTO;MG;N;N;N;N;1953;;;-188.920;-430.840;591;382
251560;9;S;SERRA DA RAIZ;PB;N;N;N;N;1959;;;-66.870;-354.440;331;28
355160;3;S;SERRA NEGRA;SP;N;N;N;N;1859;;;-226.120;-467.010;925;203
293060;0;S;SERROLANDIA;BA;N;N;S;N;1962;;;-114.160;-403.020;478;373
522060;3;S;SILVANIA;GO;N;N;N;N;1833;;;-166.590;-486.080;898;2264
261420;4;S;SIRINHAEM;PE;N;N;N;N;1627;;;-85.910;-351.160;49;378
316770;7;S;SOBRALIA;MG;N;N;N;N;1962;;;-192.350;-420.980;342;206
120045;0;S;SENADOR GUIOMARD;AC;N;S;N;S;1976;;;-101.510;-677.360;201;1837
241250;0;S;SAO MIGUEL;RN;N;N;S;N;1876;;;-62.120;-384.970;679;171
316045;4;S;SANTO ANTONIO DO RETIRO;MG;N;N;S;N;1997;;;-153.390;-426.240;815;796
150690;6;S;SANTAREM NOVO;PA;N;S;N;N;1961;;;-0.9290;-473.970;30;229
412385;7;S;SANTA MARIA DO OESTE;PR;N;N;N;N;1993;;;-249.390;-518.630;1049;847
412100;0;S;QUERENCIA DO NORTE;PR;N;N;N;S;1954;;;-230.840;-534.840;338;914
412125;7;S;RAMILANDIA;PR;N;N;N;S;1993;;;-251.200;-540.250;580;237
261180;4;S;RIBEIRAO;PE;N;N;N;N;1928;;;-85.140;-353.780;97;287
231120;7;S;POTENGI;CE;N;N;S;N;1957;;;-70.910;-400.270;560;338
330412;8;S;QUATIS;RJ;N;N;N;N;1993;;;-224.070;-442.580;415;286
251190;5;S;PITIMBU;PB;N;N;N;N;1961;;;-74.710;-348.090;3;136
353657;0;S;PAULISTANIA;SP;N;N;N;N;1997;;;-225.780;-494.030;645;256
314980;4;S;PERDIZES;MG;N;N;N;N;1938;;;-193.530;-472.930;1000;2450
353810;5;S;PINDORAMA;SP;N;N;N;N;1925;;;-211.860;-489.070;527;184
150553;6;S;PARAUAPEBAS;PA;N;S;N;N;1989;;;-60.680;-499.020;18;7007
292303;5;S;NOVO HORIZONTE;BA;N;N;S;N;1990;;;-128.080;-421.680;835;612
314610;7;S;OURO PRETO;MG;N;N;N;N;1711;;;-202.880;-435.080;1179;1245
292145;0;S;MIRANTE;BA;N;N;S;N;1990;;;-142.420;-407.730;420;927
260915;4;S;MANARI;PE;N;N;S;N;1997;;;-89.640;-376.280;570;406
314000;1;S;MARIANA;MG;N;N;N;N;1711;;;-203.780;-434.160;712;1193
291915;7;S;LAPAO;BA;N;N;S;N;1986;;;-113.830;-418.320;775;638
313868;2;S;LUISLANDIA;MG;N;N;N;N;1997;;;-161.180;-445.890;758;424
411280;1;S;JOAQUIM TAVORA;PR;N;N;N;N;1929;;;-234.990;-499.050;620;289
431120;5;S;JULIO DE CASTILHOS;RS;N;N;N;N;1891;;;-292.270;-536.820;513;1929
313730;4;S;LAGOA DOS PATOS;MG;N;N;N;N;1962;;;-169.830;-445.820;690;599
310780;2;S;BOM JESUS DO GALHO;MG;N;N;N;N;1943;;;-198.290;-423.160;542;590
310880;0;S;BRAUNAS;MG;N;N;N;N;1953;;;-190.560;-427.160;425;377
310920;4;S;BUENOPOLIS;MG;N;N;N;N;1938;;;-178.730;-441.800;586;1610
310980;8;S;CACHOEIRA DOURADA;MG;N;N;N;N;1962;;;-185.150;-495.010;469;202
315053;9;S;PINGO-D'AGUA;MG;N;N;N;N;1997;;;-197.270;-424.080;200;66
421810;3;S;TIMBE DO SUL;SC;N;N;N;N;1967;;;-288.300;-498.470;123;333
431550;3;S;RESTINGA SECA;RS;N;N;N;N;1959;;;-298.130;-533.750;49;961
421390;6;S;PRESIDENTE CASTELLO BRANCO;SC;N;N;N;N;1963;;;-272.230;-518.070;650;76
315190;9;S;POCRANE;MG;N;N;N;N;1948;;;-196.200;-416.370;225;691
411660;4;S;NOVA AMERICA DA COLINA;PR;N;N;N;N;1960;;;-233.310;-507.180;641;129
292105;4;S;MATINA;BA;N;N;S;N;1990;;;-139.090;-428.490;509;773
411520;0;S;MARINGA;PR;N;N;N;N;1951;;;-234.250;-519.390;596;487
220570;6;S;LUIS CORREIA;PI;N;N;N;N;1938;;;-28.790;-416.670;10;1071
150360;6;S;ITAITUBA;PA;N;S;N;N;1935;;;-42.760;-559.840;15;62040
351880;0;S;GUARULHOS;SP;N;N;N;N;1880;;;-234.630;-465.330;759;318
520725;3;S;DOVERLANDIA;GO;N;N;N;N;1982;;;-167.200;-523.190;509;3207
170360;2;S;BRASILANDIA DO TOCANTINS;TO;N;S;N;N;1993;;;-83.880;-484.810;224;641
210203;6;S;BOM JESUS DAS SELVAS;MA;N;S;N;N;1997;;;-44.200;-467.650;0;2679
500085;6;S;ANGELICA;MS;N;N;N;N;1976;;;-221.530;-537.710;358;1273
150812;6;S;ULIANOPOLIS;PA;N;S;N;N;1993;;;-37.560;-475.010;130;5081
220985;6;S;SAO JOAO DA CANABRAVA;PI;N;N;S;N;1989;;;-68.170;-413.430;310;470
251396;8;S;SAO DOMINGOS;PB;N;N;S;N;1997;;;-68.140;-379.420;190;169
315550;4;S;RIO PARANAIBA;MG;N;N;N;N;1911;;;-191.940;-462.470;1067;1353
292620;2;S;RIACHAO DAS NEVES;BA;N;N;N;N;1962;;;-117.460;-449.100;495;5840
314630;5;S;PADRE PARAISO;MG;N;N;S;N;1962;;;-170.720;-415.240;930;543
240820;1;S;NISIA FLORESTA;RN;N;N;N;N;1852;;;-60.910;-352.090;20;306
510523;4;S;LAMBARI D'OESTE;MT;N;S;N;S;1993;;;-153.230;-580.040;186;1337
171200;9;S;LAJEADO;TO;N;S;N;N;1993;;;-97.510;-483.580;202;322
431053;8;S;ITAARA;RS;N;N;N;N;1997;;;-296.100;-537.650;425;171
351492;4;S;ELISIARIO;SP;N;N;N;N;1993;;;-211.660;-491.120;494;92
290890;3;S;CORACAO DE MARIA;BA;N;N;N;N;1891;;;-122.330;-387.500;240;372
410590;4;S;COLORADO;PR;N;N;N;N;1954;;;-228.380;-519.730;400;403
260190;4;S;BEZERROS;PE;N;N;S;N;1870;;;-82.330;-357.970;470;492
315727;8;S;SANTA BARBARA DO MONTE VERDE;MG;N;N;N;N;1997;;;-219.590;-437.020;730;416
421550;5;S;SANTA CECILIA;SC;N;N;N;N;1958;;;-269.610;-504.270;1100;1145
431675;8;S;SANTA CLARA DO SUL;RS;N;N;N;N;1993;;;-294.690;-520.880;117;86
292770;5;S;SANTA CRUZ CABRALIA;BA;N;N;N;N;1832;;;-162.780;-390.250;32;1550
412330;3;S;SANTA CRUZ DE MONTE CASTELO;PR;N;N;N;S;1954;;;-229.530;-532.970;382;442
220910;4;S;SANTA CRUZ DO PIAUI;PI;N;N;S;N;1956;;;-71.850;-417.680;190;611
315750;0;S;SANTA EFIGENIA DE MINAS;MG;N;N;N;N;1962;;;-188.270;-424.480;741;132
315765;8;S;SANTA HELENA DE MINAS;MG;N;N;N;N;1997;;;-169.830;-406.860;312;276
261270;3;S;SANTA MARIA DO CAMBUCA;PE;N;N;S;N;1963;;;-78.400;-359.020;494;92
330452;4;S;RIO DAS OSTRAS;RJ;N;N;N;N;1993;;;-225.270;-419.450;4;230
292680;6;S;RIO DO ANTONIO;BA;N;N;S;N;1962;;;-144.110;-420.760;598;986
250030;4;S;ALAGOA GRANDE;PB;N;N;N;N;1864;;;-70.890;-356.350;143;320
220025;1;S;ALAGOINHA DO PIAUI;PI;N;N;S;N;1986;;;-70.080;-409.390;375;448
310140;9;S;ALBERTINA;MG;N;N;N;N;1962;;;-222.010;-466.160;1011;57
500025;2;S;ALCINOPOLIS;MS;N;N;N;N;1993;;;-183.240;-537.060;443;4399
250060;1;S;ALHANDRA;PB;N;N;N;N;1959;;;-74.390;-349.140;49;182
240060;4;S;ALMINO AFONSO;RN;N;N;S;N;1953;;;-61.520;-377.660;236;128
430050;5;S;ALPESTRE;RS;N;N;N;S;1963;;;-272.490;-530.350;467;328
350090;7;S;ALTAIR;SP;N;N;N;N;1959;;;-205.240;-490.590;557;316
260080;7;S;ALTINHO;PE;N;N;S;N;1881;;;-84.900;-360.590;454;454
240070;3;S;ALTO DO RODRIGUES;RN;N;N;S;N;1963;;;-52.880;-367.620;13;191
315350;9;S;ALTO JEQUITIBA;MG;N;N;N;N;1953;;;-204.240;-419.660;645;152
520060;5;S;ALTO PARAISO DE GOIAS;GO;N;N;N;N;1953;;;-141.330;-475.100;1186;2593
230070;5;S;ALTO SANTO;CE;N;N;S;N;1957;;;-55.210;-382.720;79;1338
430060;4;S;ALVORADA;RS;N;N;N;N;1965;;;-299.900;-510.840;17;70
520080;3;S;ALVORADA DO NORTE;GO;N;N;N;N;1963;;;-144.810;-464.920;490;1259
160010;5;S;AMAPA;AP;N;S;N;S;1956;;;20.530;-507.930;8;9168
430063;8;S;AMARAL FERRADOR;RS;N;N;N;N;1989;;;-308.750;-522.530;140;506
421835;0;S;TREVISO;SC;N;N;N;N;1997;;;-285.160;-494.580;147;157
522140;3;S;TRINDADE;GO;N;N;N;N;1943;;;-166.490;-494.890;756;713
251680;5;S;TRIUNFO;PB;N;N;S;N;1961;;;-65.790;-385.970;310;222
150808;4;S;TUCUMA;PA;N;S;N;N;1989;;;-67.480;-511.610;34;2512
211227;4;S;TUFILANDIA;MA;N;S;N;N;1997;;;-37.290;-455.540;0;276
421875;6;S;TUNAPOLIS;SC;N;N;N;S;1990;;;-269.690;-536.390;430;132
211230;8;S;TUNTUM;MA;N;S;N;N;1955;;;-52.580;-446.490;320;3573
432225;1;S;TUPANDI;RS;N;N;N;N;1989;;;-294.760;-514.210;63;59
412795;7;S;TUPASSI;PR;N;N;N;S;1979;;;-245.880;-535.120;540;310
172130;7;S;TUPIRATINS;TO;N;S;N;N;1993;;;-83.940;-481.160;160;895
432232;7;S;TURUCU;RS;N;N;N;S;1997;;;-314.220;-521.780;30;254
522155;1;S;TURVELANDIA;GO;N;N;N;N;1989;;;-178.530;-503.020;459;934
316980;2;S;TURVOLANDIA;MG;N;N;N;N;1962;;;-218.760;-457.870;840;221
293220;0;S;UBAITABA;BA;N;N;N;N;1933;;;-143.130;-393.230;68;221
140070;4;S;UIRAMUTA;RR;N;S;N;S;1997;;;45.960;-601.680;0;8065
251690;4;S;UIRAUNA;PB;N;N;S;N;1953;;;-65.180;-384.120;301;294
241450;6;S;UMARIZAL;RN;N;N;S;N;1958;;;-59.910;-378.140;166;213
293245;7;S;UMBURANAS;BA;N;N;S;N;1990;;;-107.330;-413.260;738;1812
251700;1;S;UMBUZEIRO;PB;N;N;S;N;1890;;;-76.960;-356.640;541;180
231375;7;S;UMIRIM;CE;N;N;S;N;1989;;;-36.770;-393.500;65;326
317040;4;S;UNAI;MG;N;N;N;N;1943;;;-163.580;-469.060;575;8463
317043;8;S;UNIAO DE MINAS;MG;N;N;N;N;1997;;;-195.300;-503.360;521;1150
510830;3;S;UNIAO DO SUL;MT;N;S;N;N;1997;;;-115.330;-543.530;350;4581
432237;6;S;UNISTALDA;RS;N;N;N;S;1997;;;-290.470;-551.500;361;602
211260;5;S;URBANO SANTOS;MA;N;N;N;N;1935;;;-32.080;-434.040;41;1207
522170;0;S;URUANA;GO;N;N;N;N;1948;;;-154.980;-496.880;586;522
421890;5;S;URUBICI;SC;N;N;N;N;1956;;;-280.150;-495.920;915;1019
261480;8;S;TACARATU;PE;N;N;S;N;1953;;;-91.060;-381.500;514;1264
500795;0;S;TACURU;MS;N;N;N;S;1980;;;-236.330;-550.160;372;1785
355310;4;S;TAIACU;SP;N;N;N;N;1953;;;-211.440;-485.130;565;106
291840;7;S;JUAZEIRO;BA;N;N;S;N;1833;;;-94.140;-405.030;368;6389
420930;0;S;LAGES;SC;N;N;N;N;1765;;;-278.160;-503.260;884;2644
431075;1;S;IVORA;RS;N;N;N;N;1989;;;-295.200;-535.810;120;122
171150;6;S;JAU DO TOCANTINS;TO;N;S;N;N;1993;;;-126.540;-485.940;365;2173
352300;8;S;ITAPURA;SP;N;N;N;N;1964;;;-206.460;-515.090;318;307
352350;3;S;ITATINGA;SP;N;N;N;N;1896;;;-231.020;-486.160;845;979
411007;8;S;IMBAU;PR;N;N;N;N;1997;;;-244.450;-507.610;940;331
420768;4;S;IPUACU;SC;N;N;N;S;1993;;;-266.310;-524.550;720;261
520929;1;S;GUARAITA;GO;N;N;N;N;1993;;;-156.140;-500.240;669;205
291190;7;S;IACU;BA;N;N;S;N;1958;;;-127.670;-402.120;242;2442
291260;8;S;IBIQUERA;BA;N;N;S;N;1958;;;-126.510;-409.340;584;1010
291120;4;S;GANDU;BA;N;N;N;N;1958;;;-137.440;-394.870;164;229
312770;1;S;GOVERNADOR VALADARES;MG;N;N;N;N;1937;;;-188.510;-419.490;170;2348
291077;6;S;FEIRA DA MATA;BA;N;N;S;N;1990;;;-142.070;-442.810;40;1655
410740;5;S;ENEAS MARQUES;PR;N;N;N;S;1964;;;-259.420;-531.640;758;191
210405;7;S;ESTREITO;MA;N;S;N;N;1982;;;-65.610;-474.510;153;2718
510340;3;S;CUIABA;MT;S;S;N;N;1719;;;-155.960;-560.970;176;3538
250560;0;S;DIAMANTE;PB;N;N;S;N;1961;;;-74.280;-382.640;315;269
410600;1;S;CONGONHINHAS;PR;N;N;N;N;1920;;;-235.510;-505.540;753;535
430595;9;S;COTIPORA;RS;N;N;N;N;1982;;;-289.940;-516.960;609;172
430515;7;S;CERRO GRANDE;RS;N;N;N;S;1989;;;-276.060;-531.670;405;73
311370;1;S;CARLOS CHAGAS;MG;N;N;N;N;1938;;;-177.030;-407.660;159;3198
250430;6;S;CATOLE DO ROCHA;PB;N;N;S;N;1835;;;-63.440;-377.470;272;552
350995;7;S;CANAS;SP;N;N;N;N;1997;;;-227.040;-450.550;530;53
210275;4;S;CAPINZAL DO NORTE;MA;N;S;N;N;1997;;;-47.280;-443.270;132;626
251150;9;S;PILAR;PB;N;N;N;N;1885;;;-72.670;-352.600;35;101
353790;9;S;PILAR DO SUL;SP;N;N;N;N;1891;;;-238.130;-477.160;689;682
110018;9;S;PIMENTA BUENO;RO;N;S;N;S;1977;;;-116.730;-611.930;195;6241
292460;3;S;PINDOBACU;BA;N;N;S;N;1953;;;-107.430;-403.630;448;527
353510;1;S;PALMARES PAULISTA;SP;N;N;N;N;1959;;;-210.830;-488.010;530;82
250960;2;S;MONTE HOREBE;PB;N;N;S;N;1961;;;-72.150;-385.860;718;116
110140;1;S;MONTE NEGRO;RO;N;S;N;N;1993;;;-102.460;-632.900;0;1931
314320;3;S;MONTE SANTO DE MINAS;MG;N;N;N;N;1890;;;-211.900;-469.800;878;590
314340;1;S;MONTE SIAO;MG;N;N;N;N;1936;;;-224.330;-465.730;857;290
353170;4;S;MONTEIRO LOBATO;SP;N;N;N;N;1948;;;-229.570;-458.400;685;332
431240;1;S;MONTENEGRO;RS;N;N;N;N;1873;;;-296.890;-514.610;31;420
314330;2;S;MONTES CLAROS;MG;N;N;N;N;1831;;;-167.350;-438.620;648;3582
314345;0;S;MONTEZUMA;MG;N;N;S;N;1993;;;-151.720;-424.970;950;1133
230890;6;S;MORRINHOS;CE;N;N;N;N;1957;;;-32.290;-401.250;35;408
220665;4;S;MORRO CABECA NO TEMPO;PI;N;N;S;N;1997;;;-97.250;-439.010;479;2210
220667;0;S;MORRO DO CHAPEU DO PIAUI;PI;N;N;N;N;1997;;;-37.430;-423.120;99;328
210710;0;S;MORROS;MA;N;S;N;N;1935;;;-28.640;-440.390;38;1715
140030;8;S;MUCAJAI;RR;N;S;N;S;1982;;;24.300;-609.000;70;12751
431260;9;S;MUCUM;RS;N;N;N;N;1959;;;-291.650;-518.680;77;110
230910;2;S;MULUNGU;CE;N;N;S;N;1957;;;-43.060;-389.960;801;134
500568;1;S;MUNDO NOVO;MS;N;N;N;S;1976;;;-239.380;-542.710;324;479
411630;7;S;MUNHOZ DE MELO;PR;N;N;N;N;1955;;;-231.480;-517.740;568;137
320380;9;S;MUQUI;ES;N;N;N;N;1943;;;-209.520;-413.460;250;326
220669;6;S;MURICI DOS PORTELAS;PI;N;N;N;N;1997;;;-33.190;-420.940;19;481
314400;3;S;MUTUM;MG;N;N;N;N;1912;;;-198.000;-414.380;230;1255
421130;6;S;NAVEGANTES;SC;N;N;N;N;1962;;;-268.990;-486.540;12;111
260950;1;S;NAZARE DA MATA;PE;N;N;N;N;1833;;;-77.420;-352.280;89;150
314460;7;S;NEPOMUCENO;MG;N;N;N;N;1911;;;-212.360;-452.360;840;582
353260;3;S;NHANDEARA;SP;N;N;N;N;1944;;;-206.940;-500.380;525;437
500580;6;S;NIOAQUE;MS;N;N;N;S;1890;;;-211.350;-558.300;200;3923
210650;8;S;MATINHA;MA;N;S;N;N;1948;;;-31.010;-450.340;39;408
314090;2;S;MATIPO;MG;N;N;N;N;1938;;;-202.840;-423.410;615;277
314100;9;S;MATO VERDE;MG;N;N;S;N;1953;;;-153.970;-428.660;541;474
270510;1;S;MATRIZ DE CAMARAGIBE;AL;N;N;N;N;1958;;;-91.520;-355.330;16;330
312310;6;S;DORES DE GUANHAES;MG;N;N;N;N;1962;;;-190.580;-429.290;497;381
412863;3;S;DOUTOR ULYSSES;PR;N;N;N;N;1993;;;-245.680;-494.200;795;781
351470;0;S;ECHAPORA;SP;N;N;N;N;1885;;;-224.290;-502.010;700;514
220350;3;S;ELESBAO VELOSO;PI;N;N;N;N;1954;;;-62.020;-421.400;203;1285
240330;1;S;ENCANTO;RN;N;N;S;N;1963;;;-61.110;-383.060;212;125
420517;5;S;ENTRE RIOS;SC;N;N;N;S;1997;;;-267.240;-525.610;400;105
430693;2;S;ENTRE-IJUIS;RS;N;N;N;S;1989;;;-283.600;-542.680;215;552
430697;3;S;EREBANGO;RS;N;N;N;N;1989;;;-278.550;-523.020;763;151
