CO_MUNICIP;CO_MUNICDV;CO_STATUS;DS_NOME;SG_UF;IN_CAPITAL;IN_AMAZLEG;IN_SEMIAR;IN_FRONTZN;DT_INSTAL;DT_EXTIN;CO_SUCESS;NU_LATITUD;NU_LONGIT;NU_ALTITUD;NU_AREA
210010;5;S;AFONSO CUNHA;MA;N;N;N;N;1959;;;-41.330;-433.240;76;371
230040;8;S;AIUABA;CE;N;N;S;N;1956;;;-65.740;-401.240;466;2434
170230;7;S;ARAPOEMA;TO;N;S;N;N;1989;;;-76.580;-490.640;221;1552
432300;2;S;VIAMAO;RS;N;N;N;N;1880;;;-300.810;-510.230;111;1494
261520;1;S;TERRA NOVA;PE;N;N;S;N;1958;;;-82.300;-393.760;363;360
412630;6;S;SENGES;PR;N;N;N;N;1934;;;-241.130;-494.640;623;1366
292860;4;S;SANTO AMARO;BA;N;N;N;N;1727;;;-125.470;-387.120;42;518
292593;1;S;QUIXABEIRA;BA;N;N;S;N;1990;;;-114.120;-401.280;420;368
210880;1;S;PIRAPEMAS;MA;N;S;N;N;1952;;;-37.270;-442.230;39;688
292450;4;S;PINDAI;BA;N;N;S;N;1962;;;-144.930;-426.870;610;715
521470;5;S;NOVA AMERICA;GO;N;N;N;N;1958;;;-150.220;-498.960;796;212
314290;8;S;MONTE AZUL;MG;N;N;S;N;1878;;;-151.550;-428.750;582;991
230125;7;S;ARARENDA;CE;N;N;S;N;1993;;;-47.530;-408.330;380;344
230140;6;S;ARATUBA;CE;N;N;S;N;1957;;;-44.180;-390.450;838;142
310400;7;S;ARAXA;MG;N;N;N;N;1831;;;-195.930;-469.410;997;1165
250110;4;S;AREIA;PB;N;N;N;N;1815;;;-69.630;-356.920;618;269
350350;5;S;AREIAS;SP;N;N;N;N;1816;;;-225.800;-446.970;519;306
520235;3;S;ARENOPOLIS;GO;N;N;N;N;1982;;;-163.860;-515.600;416;1074
310450;2;S;ARINOS;MG;N;N;N;N;1962;;;-159.170;-461.060;509;5322
110002;3;S;ARIQUEMES;RO;N;S;N;N;1977;;;-99.130;-630.410;142;4426
250130;2;S;AROEIRAS;PB;N;N;S;N;1953;;;-75.450;-357.080;363;374
520250;2;S;ARUANA;GO;N;N;N;N;1958;;;-149.200;-510.830;250;3050
430830;0;S;FONTOURA XAVIER;RS;N;N;N;N;1965;;;-289.830;-523.460;773;583
520800;4;S;FORMOSA;GO;N;N;N;N;1843;;;-155.370;-473.340;916;5806
420543;1;S;FORMOSA DO SUL;SC;N;N;N;S;1993;;;-266.470;-527.940;500;99
312630;7;S;FORTALEZA DE MINAS;MG;N;N;N;N;1962;;;-208.490;-467.180;856;218
210420;6;S;FORTUNA;MA;N;S;N;N;1959;;;-57.330;-441.580;215;694
351430;4;S;DOURADO;SP;N;N;N;N;1897;;;-221.000;-483.180;706;205
410730;6;S;DOUTOR CAMARGO;PR;N;N;N;N;1964;;;-235.560;-522.180;381;118
240320;2;S;DOUTOR SEVERIANO;RN;N;N;S;N;1962;;;-60.940;-383.750;370;108
351450;2;S;DUARTINA;SP;N;N;N;N;1926;;;-224.140;-494.040;520;264
351460;1;S;DUMONT;SP;N;N;N;N;1964;;;-212.360;-479.730;595;110
520740;2;S;EDEIA;GO;N;N;N;N;1948;;;-173.390;-499.310;601;1461
500375;1;S;ELDORADO;MS;N;N;N;S;1976;;;-237.870;-542.840;342;1017
351490;8;S;ELIAS FAUSTO;SP;N;N;N;N;1944;;;-230.430;-473.740;605;201
250590;7;S;EMAS;PB;N;N;S;N;1963;;;-71.080;-377.160;268;240
351510;3;S;EMBU-GUACU;SP;N;N;N;N;1959;;;-238.320;-468.110;742;155
291040;4;S;ENCRUZILHADA;BA;N;N;S;N;1952;;;-155.310;-409.090;650;2041
430692;4;S;ENGENHO VELHO;RS;N;N;N;S;1993;;;-277.080;-529.130;506;71
290050;4;S;ERICO CARDOSO;BA;N;N;S;N;1985;;;-134.180;-421.400;688;701
430720;3;S;ERVAL GRANDE;RS;N;N;N;S;1959;;;-273.910;-525.710;763;285
260520;2;S;ESCADA;PE;N;N;N;N;1854;;;-83.590;-352.240;109;347
314870;7;S;PEDRA AZUL;MG;N;N;S;N;1911;;;-160.050;-412.970;617;1618
314995;2;S;PERIQUITO;MG;N;N;N;N;1997;;;-191.580;-422.340;231;227
315060;4;S;PIRACEMA;MG;N;N;N;N;1953;;;-205.080;-444.830;872;280
539935;0;S;REGIAO ADMINISTRATIVA DO SIA;DF;N;N;N;N;0;;;0.0000;0.0000;0;0
530015;0;N;ASA SUL;DF;N;N;N;N;0;;;0.0000;0.0000;1171;0
530005;0;N;ASA NORTE;DF;N;N;N;N;0;;;0.0000;0.0000;1171;0
530020;0;N;BRAZLANDIA;DF;N;N;N;N;1933;;;0.0000;0.0000;1171;0
530030;0;N;CANDANGOLANDIA;DF;N;N;N;N;1956;;;0.0000;0.0000;1171;0
530040;0;N;CEILANDIA;DF;N;N;N;N;1971;;;0.0000;0.0000;1171;0
530050;0;N;CRUZEIRO;DF;N;N;N;N;1959;;;0.0000;0.0000;1171;0
530060;0;N;GAMA;DF;N;N;N;N;1960;;;0.0000;0.0000;1171;0
530070;0;N;GUARA;DF;N;N;N;N;1968;;;0.0000;0.0000;1171;0
530080;0;N;LAGO NORTE;DF;N;N;N;N;1994;;;0.0000;0.0000;1171;0
530090;0;N;LAGO SUL;DF;N;N;N;N;1994;;;0.0000;0.0000;1171;0
530100;0;N;NUCLEO BANDEIRANTE;DF;N;N;N;N;1956;;;0.0000;0.0000;1171;0
530110;0;N;PARANOA;DF;N;N;N;N;1989;;;0.0000;0.0000;1171;0
530120;0;N;PLANALTINA;DF;N;N;N;N;1959;;;0.0000;0.0000;1171;0
530130;0;N;RECANTO DAS EMAS;DF;N;N;N;N;1993;;;0.0000;0.0000;1171;0
530135;0;N;RIACHO FUNDO I;DF;N;N;N;N;1993;;;0.0000;0.0000;1171;0
530140;0;N;SAMAMBAIA;DF;N;N;N;N;1989;;;0.0000;0.0000;1171;0
530150;0;N;SANTA MARIA;DF;N;N;N;N;1993;;;0.0000;0.0000;1171;0
530160;0;N;SAO SEBASTIAO;DF;N;N;N;N;1993;;;0.0000;0.0000;1171;0
530170;0;N;SOBRADINHO;DF;N;N;N;N;1960;;;0.0000;0.0000;1171;0
530180;0;N;TAGUATINGA;DF;N;N;N;N;1958;;;0.0000;0.0000;1171;0
150475;2;S;MOJUI DOS CAMPOS;PA;N;S;;N;2013;;;-26.800;-546.400;0;4988
421265;0;S;PESCARIA BRAVA;SC;N;N;;N;2013;;;-290.900;-514.500;0;0
422000;0;S;BALNEARIO RINCAO;SC;N;N;;N;2013;;;-288.300;-492.300;0;0
430145;4;N;PINTO BANDEIRA;RS;N;N;;N;2013;;;0.0000;0.0000;0;0
500627;5;S;PARAISO DAS AGUAS;MS;N;N;;N;2013;;;-190.200;-530.100;0;0
431454;8;S;PINTO BANDEIRA;RS;N;N;;N;2013;;;-290.960;-514.500;0;104
240260;0;S;CEARA-MIRIM;RN;N;N;N;N;1755;;;-56.340;-354.260;33;739
240280;8;S;CORONEL EZEQUIEL;RN;N;N;S;N;1953;;;-63.830;-362.150;584;185
240350;9;S;ESPIRITO SANTO;RN;N;N;N;N;1962;;;-63.320;-353.090;44;143
240420;0;S;GOIANINHA;RN;N;N;N;N;1832;;;-62.670;-352.100;19;192
240520;7;S;JANDUIS;RN;N;N;S;N;1962;;;-60.160;-374.090;141;304
240550;4;S;JARDIM DE ANGICOS;RN;N;N;S;N;1962;;;-56.540;-359.690;132;254
240720;3;S;MACAU;RN;N;N;S;N;1847;;;-51.150;-366.340;4;788
241120;5;S;SANTA CRUZ;RN;N;N;S;N;1876;;;-62.290;-360.230;236;624
241255;9;S;SAO MIGUEL DO GOSTOSO;RN;N;N;S;N;1997;;;-51.250;-356.390;18;342
241260;9;S;SAO PAULO DO POTENGI;RN;N;N;S;N;1943;;;-58.950;-357.630;91;240
241320;1;S;SENADOR GEORGINO AVELINO;RN;N;N;N;N;1963;;;-61.630;-351.230;4;26
250160;9;S;BARRA DE SANTA ROSA;PB;N;N;S;N;1959;;;-67.200;-360.610;457;825
250330;8;S;CACHOEIRA DOS INDIOS;PB;N;N;S;N;1961;;;-69.270;-386.740;319;172
250403;3;S;CAPIM;PB;N;N;N;N;1997;;;-69.160;-351.720;101;78
250620;2;S;FREI MARTINHO;PB;N;N;S;N;1961;;;-64.030;-364.560;369;244
280350;0;S;LAGARTO;SE;N;N;N;N;1698;;;-109.170;-376.500;183;969
220556;5;S;LAGOA DO BARRO DO PIAUI;PI;N;N;S;N;1993;;;-84.780;-415.270;0;1300
291875;3;S;LAGOA REAL;BA;N;N;S;N;1990;;;-140.350;-421.420;525;996
420850;0;S;ITUPORANGA;SC;N;N;N;N;1948;;;-274.140;-496.010;360;336
291810;0;S;JEREMOABO;BA;N;N;S;N;1831;;;-100.670;-383.500;275;4761
521060;4;S;ITAGUARU;GO;N;N;N;N;1958;;;-157.580;-496.340;770;239
411095;3;S;ITAIPULANDIA;PR;N;N;N;S;1993;;;-251.370;-543.020;258;336
130195;1;S;ITAMARATI;AM;N;S;N;N;1985;;;-64.250;-682.530;60;25275
313340;2;S;ITAPAGIPE;MG;N;N;N;N;1948;;;-199.090;-493.810;490;1795
230640;5;S;ITAPIPOCA;CE;N;N;S;N;1823;;;-34.940;-395.790;108;1614
500450;2;S;ITAPORA;MS;N;N;N;S;1953;;;-220.790;-547.890;390;1322
210542;7;S;ITINGA DO MARANHAO;MA;N;S;N;N;1997;;;-44.500;-475.260;200;3590
291350;7;S;IGUAI;BA;N;N;S;N;1952;;;-147.560;-400.890;352;833
431020;7;S;IJUI;RS;N;N;N;S;1912;;;-283.880;-539.150;328;689
420710;6;S;ILHOTA;SC;N;N;N;N;1958;;;-269.000;-488.270;15;253
250670;7;S;IMACULADA;PB;N;N;S;N;1965;;;-73.900;-375.090;763;399
420730;4;S;IMBITUBA;SC;N;N;N;N;1958;;;-282.400;-486.700;30;184
260700;0;S;INAJA;PE;N;N;S;N;1928;;;-89.030;-378.270;355;1182
230560;5;S;INDEPENDENCIA;CE;N;N;S;N;1933;;;-53.960;-403.090;343;3218
411040;9;S;INDIANOPOLIS;PR;N;N;N;N;1967;;;-234.760;-526.960;469;122
250680;6;S;INGA;PB;N;N;S;N;1904;;;-72.680;-356.130;0;287
291370;5;S;INHAMBUPE;BA;N;N;S;N;1728;;;-117.840;-383.530;179;1163
313090;3;S;INHAPIM;MG;N;N;N;N;1938;;;-195.490;-421.200;482;847
521000;0;S;INHUMAS;GO;N;N;N;N;1931;;;-163.580;-494.960;770;613
420757;7;S;IOMERE;SC;N;N;N;N;1997;;;-270.040;-512.420;847;114
311930;2;S;COROMANDEL;MG;N;N;N;N;1923;;;-184.730;-472.000;976;3296
500315;7;S;CORONEL SAPUCAIA;MS;N;N;N;S;1987;;;-232.720;-555.290;510;1028
510337;9;S;COTRIGUACU;MT;N;S;N;N;1993;;;-98.580;-584.140;200;9123
210317;4;S;CENTRO NOVO DO MARANHAO;MA;N;S;N;N;1997;;;-21.070;-461.280;0;8294
311610;0;S;CHAPADA DO NORTE;MG;N;N;S;N;1962;;;-170.870;-425.350;597;827
430543;9;S;CHUI;RS;N;N;N;S;1997;;;-336.910;-534.570;22;203
220271;1;S;COCAL DE TELHA;PI;N;N;N;N;1997;;;-45.590;-419.720;140;322
351210;0;S;COLOMBIA;SP;N;N;N;N;1959;;;-201.760;-486.890;492;729
311730;6;S;CONCEICAO DAS ALAGOAS;MG;N;N;N;N;1938;;;-199.150;-483.880;509;1348
290850;7;S;CONCEICAO DO JACUIPE;BA;N;N;N;N;1961;;;-123.270;-387.650;219;115
410465;9;S;CARAMBEI;PR;N;N;N;N;1997;;;-249.180;-500.970;120;649
320130;8;S;CARIACICA;ES;N;N;N;N;1890;;;-202.640;-404.200;73;279
311400;6;S;CARMO DA MATA;MG;N;N;N;N;1938;;;-205.580;-448.710;846;356
311455;0;S;CARNEIRINHO;MG;N;N;N;N;1993;;;-196.980;-506.880;431;2060
410480;8;S;CASCAVEL;PR;N;N;N;S;1951;;;-249.560;-534.550;781;2100
520510;9;S;CATALAO;GO;N;N;N;N;1833;;;-181.700;-479.420;835;3777
311545;8;S;CATUJI;MG;N;N;N;N;1993;;;-173.120;-415.170;625;421
351130;0;S;CEDRAL;SP;N;N;N;N;1929;;;-209.030;-492.680;558;197
410405;5;S;CAMPO BONITO;PR;N;N;N;S;1989;;;-250.310;-529.930;720;433
410530;0;S;CEU AZUL;PR;N;N;N;S;1966;;;-251.470;-538.490;620;1179
410580;5;S;COLOMBO;PR;N;N;N;N;1890;;;-252.920;-492.240;1027;198
410725;6;S;DOURADINA;PR;N;N;N;S;1979;;;-233.810;-532.920;406;419
410775;1;S;FIGUEIRA;PR;N;N;N;N;1982;;;-238.490;-504.030;620;129
410855;1;S;GODOY MOREIRA;PR;N;N;N;N;1990;;;-241.770;-519.240;512;131
410950;0;S;GUARAQUECABA;PR;N;N;N;N;1947;;;-253.070;-483.290;20;2018
411065;6;S;IRACEMA DO OESTE;PR;N;N;N;S;1993;;;-244.280;-533.550;498;81
411240;5;S;JAPURA;PR;N;N;N;N;1963;;;-234.700;-525.530;344;165
411320;5;S;LAPA;PR;N;N;N;N;1806;;;-257.700;-497.160;908;2045
411342;9;S;LIDIANOPOLIS;PR;N;N;N;N;1993;;;-241.090;-516.530;570;169
411440;1;S;MANGUEIRINHA;PR;N;N;N;S;1946;;;-259.410;-521.760;921;1073
411510;1;S;MARILUZ;PR;N;N;N;S;1963;;;-240.020;-531.460;453;433
411650;5;S;NOVA ALIANCA DO IVAI;PR;N;N;N;N;1960;;;-231.770;-526.020;396;131
411840;2;S;PARANAVAI;PR;N;N;N;N;1951;;;-230.730;-524.650;470;1202
411860;0;S;PAULA FREITAS;PR;N;N;N;N;1963;;;-262.080;-509.380;748;420
411870;9;S;PAULO FRONTIN;PR;N;N;N;N;1951;;;-260.400;-508.360;778;369
411965;7;S;PITANGUEIRAS;PR;N;N;N;N;1993;;;-232.310;-515.860;660;123
412035;8;S;PRANCHITA;PR;N;N;N;S;1982;;;-260.200;-537.400;541;225
412050;7;S;PRIMEIRO DE MAIO;PR;N;N;N;N;1951;;;-228.510;-510.280;330;414
412110;9;S;QUINTA DO SOL;PR;N;N;N;N;1963;;;-238.520;-521.300;422;326
412265;1;S;ROSARIO DO IVAI;PR;N;N;N;N;1989;;;-242.780;-512.750;750;371
412280;0;S;SALGADO FILHO;PR;N;N;N;S;1963;;;-261.700;-533.610;620;183
412390;7;S;SANTA MARIANA;PR;N;N;N;N;1947;;;-231.510;-505.190;455;423
412500;1;S;SAO JOAO DO IVAI;PR;N;N;N;N;1964;;;-239.800;-518.180;495;353
412540;7;S;SAO JOSE DA BOA VISTA;PR;N;N;N;N;1960;;;-239.160;-496.520;525;399
412555;5;S;SAO MANOEL DO PARANA;PR;N;N;N;N;1993;;;-234.030;-526.440;399;95
311550;8;S;CAXAMBU;MG;N;N;N;N;1901;;;-219.770;-449.330;895;100
290405;0;S;BONITO;BA;N;N;S;N;1990;;;-119.660;-412.670;990;641
431445;6;S;PINHAL;RS;N;N;N;S;1989;;;-275.110;-532.150;368;68
421290;8;S;PINHALZINHO;SC;N;N;N;S;1961;;;-268.480;-529.920;515;128
220030;1;S;ALTO LONGA;PI;N;N;N;N;1938;;;-52.510;-422.100;170;1621
320035;9;S;ALTO RIO NOVO;ES;N;N;N;N;1989;;;-190.560;-410.170;540;227
220040;0;S;ALTOS;PI;N;N;N;N;1922;;;-50.390;-424.610;180;957
130002;9;S;ALVARAES;AM;N;S;N;N;1985;;;-32.210;-648.040;75;5911
350120;2;S;ALVARES FLORENCE;SP;N;N;N;N;1948;;;-203.210;-499.110;452;361
170070;7;S;ALVORADA;TO;N;S;N;N;1989;;;-124.800;-491.250;289;1212
220045;9;S;ALVORADA DO GURGUEIA;PI;N;N;S;N;1997;;;-84.240;-437.770;281;2131
410090;5;S;AMAPORA;PR;N;N;N;N;1960;;;-230.960;-527.880;430;384
520082;9;S;AMARALINA;GO;N;N;N;N;1997;;;-139.260;-492.970;55;1412
350170;7;S;AMERICO BRASILIENSE;SP;N;N;N;N;1964;;;-217.240;-481.020;715;123
250073;4;S;AMPARO;PB;N;N;S;N;1997;;;-75.680;-370.640;635;121
270020;1;S;ANADIA;AL;N;N;N;N;1801;;;-96.840;-363.040;153;189
150080;0;S;ANANINDEUA;PA;N;S;N;N;1943;;;-13.660;-483.720;17;185
290130;4;S;ANDARAI;BA;N;N;S;N;1884;;;-128.070;-413.310;405;1895
430066;1;S;ANDRE DA ROCHA;RS;N;N;N;N;1989;;;-286.310;-515.710;700;329
260100;3;S;ANGELIM;PE;N;N;S;N;1928;;;-88.900;-362.860;631;118
220060;8;S;ANGICAL DO PIAUI;PI;N;N;N;N;1954;;;-60.860;-427.390;192;201
520120;7;S;ANHANGUERA;GO;N;N;N;N;1953;;;-183.370;-482.190;561;56
420125;7;S;APIUNA;SC;N;N;N;N;1989;;;-270.360;-493.900;87;493
230100;0;S;AQUIRAZ;CE;N;N;N;N;1933;;;-39.010;-383.910;14;480
290200;5;S;ARACATU;BA;N;N;S;N;1962;;;-144.280;-414.620;740;1535
310330;6;S;ARACITABA;MG;N;N;N;N;1962;;;-213.430;-433.780;573;105
260105;2;S;ARACOIABA;PE;N;N;N;N;1997;;;-77.900;-350.910;160;96
520160;3;S;ARACU;GO;N;N;N;N;1958;;;-163.580;-496.810;716;153
520170;2;S;ARAGARCAS;GO;N;N;N;N;1953;;;-158.980;-522.510;310;711
170210;9;S;ARAGUAINA;TO;N;S;N;N;1989;;;-71.910;-482.070;227;4000
350300;0;S;ARAMINA;SP;N;N;N;N;1964;;;-200.900;-477.860;614;202
310380;1;S;ARAPUA;MG;N;N;N;N;1962;;;-190.340;-461.560;1031;172
292045;2;S;MANSIDAO;BA;N;N;N;N;1986;;;-107.160;-440.340;519;3142
270490;6;S;MAR VERMELHO;AL;N;N;N;N;1962;;;-94.480;-363.880;542;91
421040;7;S;MARACAJA;SC;N;N;N;N;1967;;;-288.470;-494.530;30;63
270450;0;S;MARAGOGI;AL;N;N;N;N;1875;;;-90.120;-352.220;5;333
150440;6;S;MARAPANIM;PA;N;S;N;N;1931;;;-0.7140;-476.940;40;791
431180;9;S;MARAU;RS;N;N;N;N;1954;;;-284.490;-522.000;571;649
240730;2;S;MARCELINO VIEIRA;RN;N;N;S;N;1953;;;-62.940;-381.670;230;345
220600;1;S;MARCOS PARENTE;PI;N;N;N;N;1962;;;-71.210;-438.940;274;775
250910;7;S;MARI;PB;N;N;N;N;1958;;;-70.600;-353.190;143;154
270480;7;S;MARIBONDO;AL;N;N;N;N;1962;;;-95.770;-363.050;157;171
411490;6;S;MARILANDIA DO SUL;PR;N;N;N;N;1951;;;-237.450;-513.080;758;384
314015;9;S;MARIO CAMPOS;MG;N;N;N;N;1997;;;-200.560;-441.880;730;35
240670;0;S;LAJES;RN;N;N;S;N;1890;;;-57.000;-362.450;199;676
411325;4;S;LARANJAL;PR;N;N;N;S;1993;;;-248.870;-524.690;740;559
313810;4;S;LASSANCE;MG;N;N;N;N;1953;;;-178.870;-445.780;504;3213
313820;3;S;LAVRAS;MG;N;N;N;N;1831;;;-212.450;-450.000;919;564
431150;2;S;LAVRAS DO SUL;RS;N;N;N;S;1882;;;-308.130;-538.950;277;2599
420970;6;S;LEBON REGIS;SC;N;N;N;N;1958;;;-269.290;-506.950;980;940
352680;3;S;LENCOIS PAULISTA;SP;N;N;N;N;1865;;;-225.990;-488.000;550;803
411340;3;S;LEOPOLIS;PR;N;N;N;N;1951;;;-230.800;-507.510;486;344
313860;9;S;LIMA DUARTE;MG;N;N;N;N;1881;;;-218.430;-437.930;728;848
270420;3;S;LIMOEIRO DE ANADIA;AL;N;N;N;N;1882;;;-97.410;-365.030;140;315
431162;7;S;LINDOLFO COLLOR;RS;N;N;N;N;1993;;;-295.970;-512.090;40;33
411370;0;S;LONDRINA;PR;N;N;N;N;1934;;;-233.100;-511.630;585;1650
352725;6;S;LOURDES;SP;N;N;N;N;1993;;;-209.670;-502.240;403;113
240690;8;S;LUCRECIA;RN;N;N;S;N;1963;;;-61.200;-378.160;216;30
421000;1;S;LUIZ ALVES;SC;N;N;N;N;1958;;;-267.210;-489.330;70;260
411375;9;S;LUNARDELLI;PR;N;N;N;N;1979;;;-240.790;-517.380;640;199
352790;0;S;LUTECIA;SP;N;N;N;N;1944;;;-223.400;-503.920;581;474
521250;1;S;LUZIANIA;GO;N;N;N;N;1833;;;-162.530;-479.500;930;3961
500390;0;S;FIGUEIRAO;MS;N;N;N;N;2005;;;-186.860;-536.310;0;0
510452;6;S;IPIRANGA DO NORTE;MT;N;S;N;N;2005;;;-122.410;-561.460;0;0
510454;2;S;ITANHANGA;MT;N;S;N;N;2005;;;-121.720;-566.800;0;0
110009;8;S;ESPIGAO D'OESTE;RO;N;S;N;N;1981;;;-115.250;-610.130;270;4518
110013;0;S;MACHADINHO D'OESTE;RO;N;S;N;N;1989;;;-94.440;-619.810;102;8509
110029;6;S;SANTA LUZIA D'OESTE;RO;N;S;N;S;1986;;;-119.020;-617.790;260;1197
110040;3;S;ALTO PARAISO;RO;N;S;N;N;1993;;;-97.130;-633.210;0;2651
110050;2;S;NOVO HORIZONTE DO OESTE;RO;N;S;N;S;1993;;;-117.100;-620.000;0;843
110120;3;S;MINISTRO ANDREAZZA;RO;N;S;N;N;1993;;;-111.960;-615.170;400;798
110130;2;S;MIRANTE DA SERRA;RO;N;S;N;N;1993;;;-110.300;-626.750;230;1191
110170;8;S;URUPA;RO;N;S;N;N;1993;;;-111.250;-623.760;200;831
120010;4;S;BRASILEIA;AC;N;S;N;S;1938;;;-110.100;-687.480;172;4336
120033;6;S;MANCIO LIMA;AC;N;S;N;S;1976;;;-76.140;-728.960;195;4672
130010;2;S;ANORI;AM;N;S;N;N;1985;;;-37.730;-616.440;120;5795
130060;7;S;BENJAMIN CONSTANT;AM;N;S;N;S;1931;;;-43.830;-700.310;65;8793
130068;0;S;BOA VISTA DO RAMOS;AM;N;S;N;N;1985;;;-29.700;-575.900;32;2586
130115;9;S;CAREIRO DA VARZEA;AM;N;S;N;N;1989;;;-32.210;-598.260;25;2631
130330;4;S;NOVO ARIPUANA;AM;N;S;N;N;1955;;;-51.210;-603.800;20;41191
130356;9;S;RIO PRETO DA EVA;AM;N;S;N;N;1985;;;-26.990;-597.000;47;5813
130370;0;S;SANTO ANTONIO DO ICA;AM;N;S;N;S;1955;;;-31.020;-679.400;91;12307
130380;9;S;SAO GABRIEL DA CACHOEIRA;AM;N;S;N;S;1935;;;-0.1300;-670.890;132;109184
140002;7;S;AMAJARI;RR;N;S;N;S;1997;;;36.520;-613.710;100;28472
140010;0;S;BOA VISTA;RR;S;S;N;S;1943;;;28.200;-606.730;85;5687
140060;5;S;SAO LUIZ;RR;N;S;N;S;1982;;;10.050;-601.590;52;1526
150095;8;S;AURORA DO PARA;PA;N;S;N;N;1993;;;-21.340;-475.630;50;1811
150160;0;S;BONITO;PA;N;S;N;N;1961;;;-13.630;-473.070;49;587
150307;7;S;GARRAFAO DO NORTE;PA;N;S;N;N;1989;;;-19.340;-470.530;56;1604
150400;0;S;LIMOEIRO DO AJURU;PA;N;S;N;N;1961;;;-18.950;-493.810;28;1490
150460;4;S;MOCAJUBA;PA;N;S;N;N;1935;;;-25.840;-495.070;30;870
280390;6;S;MALHADOR;SE;N;N;N;N;1953;;;-106.580;-373.050;251;100
250900;8;S;MANAIRA;PB;N;N;S;N;1961;;;-77.060;-381.540;757;352
411430;2;S;MANDIRITUBA;PR;N;N;N;N;1960;;;-257.790;-493.260;925;379
313950;8;S;MANHUMIRIM;MG;N;N;N;N;1923;;;-203.580;-419.580;611;183
221062;3;S;SEBASTIAO BARROS;PI;N;N;N;N;1997;;;-108.170;-448.340;500;1013
432023;0;S;SEDE NOVA;RS;N;N;N;S;1989;;;-276.350;-539.460;460;118
120050;0;S;SENA MADUREIRA;AC;N;S;N;S;1904;;;-90.660;-686.570;150;25278
316560;2;S;SENADOR CORTES;MG;N;N;N;N;1962;;;-218.010;-429.460;585;98
150780;5;S;SENADOR JOSE PORFIRIO;PA;N;S;N;N;1961;;;-25.910;-519.540;20;14374
293010;5;S;SENHOR DO BONFIM;BA;N;N;S;N;1797;;;-104.630;-401.910;538;816
354960;7;S;SAO JOSE DO BARREIRO;SP;N;N;N;N;1859;;;-226.450;-445.780;510;570
431870;5;S;SAO LEOPOLDO;RS;N;N;N;N;1846;;;-297.600;-511.470;15;102
431880;4;S;SAO LOURENCO DO SUL;RS;N;N;N;S;1884;;;-313.650;-519.780;19;2036
221037;5;S;SAO LUIS DO PIAUI;PI;N;N;S;N;1997;;;-68.250;-413.240;328;219
431890;3;S;SAO LUIZ GONZAGA;RS;N;N;N;S;1880;;;-284.080;-549.610;231;1297
421715;4;S;SAO MIGUEL DA BOA VISTA;SC;N;N;N;S;1993;;;-266.900;-532.510;468;71
280700;6;S;SAO MIGUEL DO ALEIXO;SE;N;N;S;N;1963;;;-103.880;-373.810;197;144
150760;7;S;SAO MIGUEL DO GUAMA;PA;N;S;N;N;1870;;;-16.270;-474.830;10;1110
355030;8;S;SAO PAULO;SP;S;N;N;N;1554;;;-235.480;-466.360;760;1522
211153;2;S;SAO PEDRO DA AGUA BRANCA;MA;N;S;N;N;1997;;;-50.850;-484.290;171;720
316390;4;S;SAO PEDRO DA UNIAO;MG;N;N;N;N;1943;;;-211.270;-466.150;977;258
292925;5;S;SAO GABRIEL;BA;N;N;S;N;1986;;;-112.290;-419.120;692;1156
412470;7;S;SAO JERONIMO DA SERRA;PR;N;N;N;N;1947;;;-237.280;-507.410;976;823
421630;5;S;SAO JOAO BATISTA;SC;N;N;N;N;1958;;;-272.760;-488.490;30;220
330500;0;S;SAO JOAO DA BARRA;RJ;N;N;N;N;1677;;;-216.400;-410.510;5;458
316230;2;S;SAO JOAO DA MATA;MG;N;N;N;N;1962;;;-219.300;-459.290;884;120
150747;4;S;SAO JOAO DE PIRABAS;PA;N;S;N;N;1989;;;-0.7690;-471.740;35;701
412490;5;S;SAO JOAO DO CAIUA;PR;N;N;N;N;1954;;;-228.520;-523.370;410;304
313055;6;S;IMBE DE MINAS;MG;N;N;N;N;1997;;;-195.970;-419.710;582;199
313100;0;S;INHAUMA;MG;N;N;N;N;1948;;;-194.910;-443.900;746;244
411050;8;S;IPIRANGA;PR;N;N;N;N;1894;;;-250.240;-505.840;800;927
230600;9;S;IRACEMA;CE;N;N;S;N;1951;;;-58.120;-383.060;131;822
420790;8;S;IRINEOPOLIS;SC;N;N;N;N;1962;;;-262.390;-508.000;762;591
313200;8;S;ITACAMBIRA;MG;N;N;N;N;1962;;;-170.650;-433.090;1048;1788
520940;8;S;GUARANI DE GOIAS;GO;N;N;N;N;1963;;;-139.360;-464.800;521;1229
351870;1;S;GUARUJA;SP;N;N;N;N;1934;;;-239.930;-462.560;4;142
291185;7;S;HELIOPOLIS;BA;N;N;S;N;1986;;;-106.830;-382.860;328;324
260650;7;S;IATI;PE;N;N;S;N;1963;;;-90.460;-368.460;487;635
312940;0;S;IBERTIOGA;MG;N;N;N;N;1962;;;-214.300;-439.630;1032;353
312970;7;S;IBIRACI;MG;N;N;N;N;1923;;;-204.620;-471.220;1071;598
291320;0;S;IBOTIRAMA;BA;N;N;S;N;1958;;;-121.850;-432.210;419;1391
220430;3;S;FRONTEIRAS;PI;N;N;S;N;1938;;;-70.880;-406.160;426;789
351660;6;S;GALIA;SP;N;N;N;N;1927;;;-222.910;-495.530;561;355
210440;4;S;GONCALVES DIAS;MA;N;S;N;N;1958;;;-51.510;-442.990;140;875
